#,Title,Difficulty,Acceptance rate,LeetCode Link
1659,Maximize Grid Happiness,HARD,35.62%,https://leetcode.com/problems/maximize-grid-happiness
1660,Correct a Binary Tree,MEDIUM,76.47%,https://leetcode.com/problems/correct-a-binary-tree
1661,Average Time of Process per Machine,EASY,79.56%,https://leetcode.com/problems/average-time-of-process-per-machine
1662,Check If Two String Arrays are Equivalent,EASY,82.62%,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent
1663,Smallest String With A Given Numeric Value,MEDIUM,64.39%,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value
1664,Ways to Make a Fair Array,MEDIUM,62.11%,https://leetcode.com/problems/ways-to-make-a-fair-array
1665,Minimum Initial Energy to Finish Tasks,HARD,65.2%,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks
1666,Change the Root of a Binary Tree,MEDIUM,68.53%,https://leetcode.com/problems/change-the-root-of-a-binary-tree
1667,Fix Names in a Table,EASY,63.01%,https://leetcode.com/problems/fix-names-in-a-table
1668,Maximum Repeating Substring,EASY,38.67%,https://leetcode.com/problems/maximum-repeating-substring
1669,Merge In Between Linked Lists,MEDIUM,75.78%,https://leetcode.com/problems/merge-in-between-linked-lists
1670,Design Front Middle Back Queue,MEDIUM,54.06%,https://leetcode.com/problems/design-front-middle-back-queue
1671,Minimum Number of Removals to Make Mountain Array,HARD,45.62%,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array
1672,Richest Customer Wealth,EASY,88.17%,https://leetcode.com/problems/richest-customer-wealth
1673,Find the Most Competitive Subsequence,MEDIUM,45.46%,https://leetcode.com/problems/find-the-most-competitive-subsequence
1674,Minimum Moves to Make Array Complementary,MEDIUM,34.76%,https://leetcode.com/problems/minimum-moves-to-make-array-complementary
1675,Minimize Deviation in Array,HARD,48.22%,https://leetcode.com/problems/minimize-deviation-in-array
1676,Lowest Common Ancestor of a Binary Tree IV,MEDIUM,79.03%,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv
1677,Product's Worth Over Invoices,EASY,73.46%,https://leetcode.com/problems/products-worth-over-invoices
1678,Goal Parser Interpretation,EASY,85.29%,https://leetcode.com/problems/goal-parser-interpretation
1679,Max Number of K-Sum Pairs,MEDIUM,53.87%,https://leetcode.com/problems/max-number-of-k-sum-pairs
1680,Concatenation of Consecutive Binary Numbers,MEDIUM,52.27%,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers
1681,Minimum Incompatibility,HARD,35.7%,https://leetcode.com/problems/minimum-incompatibility
1682,Longest Palindromic Subsequence II,MEDIUM,51.55%,https://leetcode.com/problems/longest-palindromic-subsequence-ii
1683,Invalid Tweets,EASY,90.86%,https://leetcode.com/problems/invalid-tweets
1684,Count the Number of Consistent Strings,EASY,81.96%,https://leetcode.com/problems/count-the-number-of-consistent-strings
1685,Sum of Absolute Differences in a Sorted Array,MEDIUM,62.98%,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array
1686,Stone Game VI,MEDIUM,49.89%,https://leetcode.com/problems/stone-game-vi
1687,Delivering Boxes from Storage to Ports,HARD,35.14%,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports
1688,Count of Matches in Tournament,EASY,81.48%,https://leetcode.com/problems/count-of-matches-in-tournament
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,MEDIUM,87.15%,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers
1690,Stone Game VII,MEDIUM,48.88%,https://leetcode.com/problems/stone-game-vii
1691,Maximum Height by Stacking Cuboids ,HARD,50.21%,https://leetcode.com/problems/maximum-height-by-stacking-cuboids
1692,Count Ways to Distribute Candies,HARD,61.99%,https://leetcode.com/problems/count-ways-to-distribute-candies
1693,Daily Leads and Partners,EASY,90.87%,https://leetcode.com/problems/daily-leads-and-partners
1694,Reformat Phone Number,EASY,65.38%,https://leetcode.com/problems/reformat-phone-number
1695,Maximum Erasure Value,MEDIUM,49.59%,https://leetcode.com/problems/maximum-erasure-value
1696,Jump Game VI,MEDIUM,52.08%,https://leetcode.com/problems/jump-game-vi
1697,Checking Existence of Edge Length Limited Paths,HARD,54.33%,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths
1698,Number of Distinct Substrings in a String,MEDIUM,60.65%,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string
1699,Number of Calls Between Two Persons,MEDIUM,86.3%,https://leetcode.com/problems/number-of-calls-between-two-persons
1700,Number of Students Unable to Eat Lunch,EASY,67.81%,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch
1701,Average Waiting Time,MEDIUM,61.36%,https://leetcode.com/problems/average-waiting-time
1702,Maximum Binary String After Change,MEDIUM,59.56%,https://leetcode.com/problems/maximum-binary-string-after-change
1703,Minimum Adjacent Swaps for K Consecutive Ones,HARD,39.93%,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones
1704,Determine if String Halves Are Alike,EASY,77.13%,https://leetcode.com/problems/determine-if-string-halves-are-alike
1705,Maximum Number of Eaten Apples,MEDIUM,41.86%,https://leetcode.com/problems/maximum-number-of-eaten-apples
1706,Where Will the Ball Fall,MEDIUM,60.1%,https://leetcode.com/problems/where-will-the-ball-fall
1707,Maximum XOR With an Element From Array,HARD,46.53%,https://leetcode.com/problems/maximum-xor-with-an-element-from-array
1708,Largest Subarray Length K,EASY,63.07%,https://leetcode.com/problems/largest-subarray-length-k
1709,Biggest Window Between Visits,MEDIUM,82.94%,https://leetcode.com/problems/biggest-window-between-visits
1710,Maximum Units on a Truck,EASY,69.81%,https://leetcode.com/problems/maximum-units-on-a-truck
1711,Count Good Meals,MEDIUM,26.24%,https://leetcode.com/problems/count-good-meals
1712,Ways to Split Array Into Three Subarrays,MEDIUM,29.36%,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays
1713,Minimum Operations to Make a Subsequence,HARD,45.52%,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence
1714,Sum Of Special Evenly-Spaced Elements In Array,HARD,47.45%,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array
1715,Count Apples and Oranges,MEDIUM,79.22%,https://leetcode.com/problems/count-apples-and-oranges
1716,Calculate Money in Leetcode Bank,EASY,65.61%,https://leetcode.com/problems/calculate-money-in-leetcode-bank
1717,Maximum Score From Removing Substrings,MEDIUM,40.72%,https://leetcode.com/problems/maximum-score-from-removing-substrings
1718,Construct the Lexicographically Largest Valid Sequence,MEDIUM,46.46%,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence
1719,Number Of Ways To Reconstruct A Tree,HARD,39.51%,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree
1720,Decode XORed Array,EASY,85.15%,https://leetcode.com/problems/decode-xored-array
1721,Swapping Nodes in a Linked List,MEDIUM,67.75%,https://leetcode.com/problems/swapping-nodes-in-a-linked-list
1722,Minimize Hamming Distance After Swap Operations,MEDIUM,54.24%,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations
1723,Find Minimum Time to Finish All Jobs,HARD,43.64%,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs
1724,Checking Existence of Edge Length Limited Paths II,HARD,57.91%,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii
1725,Number Of Rectangles That Can Form The Largest Square,EASY,78.02%,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square
1726,Tuple with Same Product,MEDIUM,56.6%,https://leetcode.com/problems/tuple-with-same-product
1727,Largest Submatrix With Rearrangements,MEDIUM,58.7%,https://leetcode.com/problems/largest-submatrix-with-rearrangements
1728,Cat and Mouse II,HARD,40.88%,https://leetcode.com/problems/cat-and-mouse-ii
1729,Find Followers Count,EASY,71.28%,https://leetcode.com/problems/find-followers-count
1730,Shortest Path to Get Food,MEDIUM,56.31%,https://leetcode.com/problems/shortest-path-to-get-food
1731,The Number of Employees Which Report to Each Employee,EASY,49.35%,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee
1732,Find the Highest Altitude,EASY,80.04%,https://leetcode.com/problems/find-the-highest-altitude
1733,Minimum Number of People to Teach,MEDIUM,37.48%,https://leetcode.com/problems/minimum-number-of-people-to-teach
1734,Decode XORed Permutation,MEDIUM,53.86%,https://leetcode.com/problems/decode-xored-permutation
1735,Count Ways to Make Array With Product,HARD,48.05%,https://leetcode.com/problems/count-ways-to-make-array-with-product
1736,Latest Time by Replacing Hidden Digits,EASY,41.2%,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits
1737,Change Minimum Characters to Satisfy One of Three Conditions,MEDIUM,29.75%,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions
1738,Find Kth Largest XOR Coordinate Value,MEDIUM,62.39%,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value
1739,Building Boxes,HARD,49.55%,https://leetcode.com/problems/building-boxes
1740,Find Distance in a Binary Tree,MEDIUM,68.31%,https://leetcode.com/problems/find-distance-in-a-binary-tree
1741,Find Total Time Spent by Each Employee,EASY,91.36%,https://leetcode.com/problems/find-total-time-spent-by-each-employee
1742,Maximum Number of Balls in a Box,EASY,74.06%,https://leetcode.com/problems/maximum-number-of-balls-in-a-box
1743,Restore the Array From Adjacent Pairs,MEDIUM,63.01%,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,MEDIUM,30.52%,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day
1745,Palindrome Partitioning IV,HARD,49.52%,https://leetcode.com/problems/palindrome-partitioning-iv
1746,Maximum Subarray Sum After One Operation,MEDIUM,61.83%,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation
1747,Leetflex Banned Accounts,MEDIUM,69.18%,https://leetcode.com/problems/leetflex-banned-accounts
1748,Sum of Unique Elements,EASY,75.01%,https://leetcode.com/problems/sum-of-unique-elements
1749,Maximum Absolute Sum of Any Subarray,MEDIUM,52.21%,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray
1750,Minimum Length of String After Deleting Similar Ends,MEDIUM,42.53%,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends
1751,Maximum Number of Events That Can Be Attended II,HARD,47.85%,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii
1752,Check if Array Is Sorted and Rotated,EASY,61.54%,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated
1753,Maximum Score From Removing Stones,MEDIUM,61.5%,https://leetcode.com/problems/maximum-score-from-removing-stones
1754,Largest Merge Of Two Strings,MEDIUM,40.51%,https://leetcode.com/problems/largest-merge-of-two-strings
1755,Closest Subsequence Sum,HARD,35.67%,https://leetcode.com/problems/closest-subsequence-sum
1756,Design Most Recently Used Queue,MEDIUM,77.99%,https://leetcode.com/problems/design-most-recently-used-queue
1757,Recyclable and Low Fat Products,EASY,95.89%,https://leetcode.com/problems/recyclable-and-low-fat-products
1758,Minimum Changes To Make Alternating Binary String,EASY,58.46%,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string
1759,Count Number of Homogenous Substrings,MEDIUM,42.45%,https://leetcode.com/problems/count-number-of-homogenous-substrings
1760,Minimum Limit of Balls in a Bag,MEDIUM,52.7%,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag
1761,Minimum Degree of a Connected Trio in a Graph,HARD,37.37%,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph
1762,Buildings With an Ocean View,MEDIUM,81.09%,https://leetcode.com/problems/buildings-with-an-ocean-view
1763,Longest Nice Substring,EASY,61.39%,https://leetcode.com/problems/longest-nice-substring
1764,Form Array by Concatenating Subarrays of Another Array,MEDIUM,54.88%,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array
1765,Map of Highest Peak,MEDIUM,54.81%,https://leetcode.com/problems/map-of-highest-peak
1766,Tree of Coprimes,HARD,36.42%,https://leetcode.com/problems/tree-of-coprimes
1767,Find the Subtasks That Did Not Execute,HARD,87.37%,https://leetcode.com/problems/find-the-subtasks-that-did-not-execute
1768,Merge Strings Alternately,EASY,76.08%,https://leetcode.com/problems/merge-strings-alternately
1769,Minimum Number of Operations to Move All Balls to Each Box,MEDIUM,87.13%,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box
1770,Maximum Score from Performing Multiplication Operations,MEDIUM,29.36%,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations
1771,Maximize Palindrome Length From Subsequences,HARD,34.18%,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences
1772,Sort Features by Popularity,MEDIUM,64.91%,https://leetcode.com/problems/sort-features-by-popularity
1773,Count Items Matching a Rule,EASY,85.39%,https://leetcode.com/problems/count-items-matching-a-rule
1774,Closest Dessert Cost,MEDIUM,58.66%,https://leetcode.com/problems/closest-dessert-cost
1775,Equal Sum Arrays With Minimum Number of Operations,MEDIUM,50.62%,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations
1776,Car Fleet II,HARD,45.37%,https://leetcode.com/problems/car-fleet-ii
1777,Product's Price for Each Store,EASY,86.77%,https://leetcode.com/problems/products-price-for-each-store
1778,Shortest Path in a Hidden Grid,MEDIUM,46.39%,https://leetcode.com/problems/shortest-path-in-a-hidden-grid
1779,Find Nearest Point That Has the Same X or Y Coordinate,EASY,67.62%,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate
1780,Check if Number is a Sum of Powers of Three,MEDIUM,63.32%,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three
1781,Sum of Beauty of All Substrings,MEDIUM,57.51%,https://leetcode.com/problems/sum-of-beauty-of-all-substrings
1782,Count Pairs Of Nodes,HARD,32.12%,https://leetcode.com/problems/count-pairs-of-nodes
1783,Grand Slam Titles,MEDIUM,91.04%,https://leetcode.com/problems/grand-slam-titles
1784,Check if Binary String Has at Most One Segment of Ones,EASY,41.61%,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones
1785,Minimum Elements to Add to Form a Given Sum,MEDIUM,39.17%,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum
1786,Number of Restricted Paths From First to Last Node,MEDIUM,35.8%,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node
1787,Make the XOR of All Segments Equal to Zero,HARD,36.41%,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero
1788,Maximize the Beauty of the Garden,HARD,70.27%,https://leetcode.com/problems/maximize-the-beauty-of-the-garden
1789,Primary Department for Each Employee,EASY,79.21%,https://leetcode.com/problems/primary-department-for-each-employee
1790,Check if One String Swap Can Make Strings Equal,EASY,61.94%,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal
1791,Find Center of Star Graph,MEDIUM,84.86%,https://leetcode.com/problems/find-center-of-star-graph
1792,Maximum Average Pass Ratio,MEDIUM,56.3%,https://leetcode.com/problems/maximum-average-pass-ratio
1793,Maximum Score of a Good Subarray,HARD,46.01%,https://leetcode.com/problems/maximum-score-of-a-good-subarray
